CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
30107,AAS,100,Intro Asian American Studies,AD1,DIS,120101,"Arnaldo, Constancio",0,14,13,2,3,1,0,0,0,0,0,0,0,0,3.7,0.9,42%
41729,AAS,100,Intro Asian American Studies,AD2,DIS,120101,"Arnaldo, Constancio",0,11,10,6,4,1,0,0,0,0,0,0,0,0,3.6,0.964365076,34%
43832,AAS,100,Intro Asian American Studies,AD3,DIS,120101,"Pyon, Heekyong T",4,15,8,1,4,1,0,0,0,0,0,0,0,1,3.74,0.890954544,58%
48232,AAS,100,Intro Asian American Studies,AD4,DIS,120101,"Pyon, Heekyong T",1,26,2,2,0,0,0,0,0,0,0,0,0,0,3.94,0.507838557,87%
48234,AAS,100,Intro Asian American Studies,AD5,DIS,120101,"Lee, Alexander J",8,20,1,1,2,0,0,1,0,0,0,0,0,0,3.85,0.985097288,85%
50105,AAS,100,Intro Asian American Studies,AD6,DIS,120101,"Lee, Alexander J",16,10,3,1,2,0,0,0,0,0,0,0,0,0,3.89,0.686323539,81%
52801,AAS,120,Intro to Asian Am Pop Culture,AD1,DIS,120101,"Komaki, Ryuta",0,7,6,7,4,0,0,0,0,0,0,0,0,0,3.56,0.894483091,29%
52802,AAS,120,Intro to Asian Am Pop Culture,AD2,DIS,120101,"Komaki, Ryuta",0,5,13,11,4,4,0,0,0,0,0,0,0,0,3.43,1.061065502,14%
52803,AAS,120,Intro to Asian Am Pop Culture,AD3,DIS,120101,"Lee, Sandra",0,13,4,5,4,2,0,0,0,0,0,0,0,0,3.6,1.061131472,46%
52804,AAS,120,Intro to Asian Am Pop Culture,AD4,DIS,120101,"Lee, Sandra",0,16,10,6,2,2,0,0,0,0,0,0,0,0,3.67,1.034640034,44%
52317,AAS,215,US Citizenship Comparatively,A,LCD,120101,"Cacho, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51119,AAS,258,Muslims in America,A,LCD,120101,"Rana, Junaid",7,6,7,0,0,1,0,0,0,0,0,0,0,0,3.83,0.665375834,62%
51340,AAS,299,Begin Topics Asian Am Studies,DC,LCD,120101,"Coyoca, Wilfred D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48495,AAS,299,Begin Topics Asian Am Studies,JD,LCD,120101,"Dowling, Julie",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51521,AAS,390,Intermed Topics Asian Am St,NP,LCD,120101,"Paik, Angela N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40574,AAS,490,Adv Topics in Asian Am Studies,MKJ,LCD,120101,"Jung, Moon-Kie",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
