CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
41758,AAS,100,Intro Asian American Studies,AD1,DIS,120108,"Winkelmann, Marie T",1,12,11,5,0,0,1,2,0,0,1,0,1,0,3.42,1.875753182,38%
47102,AAS,100,Intro Asian American Studies,AD3,DIS,120108,"Kwon, Yaejoon",2,6,9,10,3,0,2,0,0,0,0,0,0,0,3.5,1.031988372,25%
51248,AAS,100,Intro Asian American Studies,AD4,DIS,120108,"Kwon, Yaejoon",4,4,5,8,2,2,1,1,0,0,0,1,1,1,3.22,1.605042056,28%
51249,AAS,100,Intro Asian American Studies,AD5,DIS,120108,"Arnaldo, Constancio",0,9,12,4,3,2,1,2,1,0,0,0,0,1,3.4,1.315294644,26%
51932,AAS,100,Intro Asian American Studies,AD6,DIS,120108,"Arnaldo, Constancio",0,13,9,6,5,1,0,0,0,0,0,1,0,0,3.52,1.502997006,37%
56496,AAS,100,Intro Asian American Studies,B,LCD,120108,"Manalansan, Martin F",21,12,0,1,0,0,0,0,0,0,0,0,0,0,3.98,0.398162446,97%
54059,AAS,120,Intro to Asian Am Pop Culture,AD1,DIS,120108,"Lee, Alexander J",5,6,2,4,6,3,1,3,0,0,1,0,0,0,3.23,1.43449178,35%
54082,AAS,120,Intro to Asian Am Pop Culture,AD2,DIS,120108,"Lee, Alexander J",3,5,1,9,7,2,1,2,1,0,3,0,0,0,3.03,1.601330697,24%
54083,AAS,120,Intro to Asian Am Pop Culture,AD3,DIS,120108,"Pham, Vincent N",0,9,9,4,4,4,2,1,0,0,0,0,0,0,3.38,1.257616794,27%
54084,AAS,120,Intro to Asian Am Pop Culture,AD4,DIS,120108,"Pham, Vincent N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50585,AAS,199,Discovery Course,MMD,LCD,120108,"Manalansan, Martin F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42852,AAS,199,Discovery Course,SKD,LCD,120108,"Kwon, Soo Ah",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55765,AAS,215,US Citizenship Comparatively,A,LCD,120108,"Cacho, Lisa M",0,6,11,7,5,2,0,0,0,0,0,0,0,0,3.48,0.974720473,19%
49995,AAS,346,Asian American Youth,A,LCD,120108,"Kwon, Soo Ah",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42862,AAS,365,Asian American Media and Film,A,LCD,120108,"Arai, Sayuri",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51335,AAS,390,Intermed Topics Asian Am St,DC,LCD,120108,"Coyoca, Wilfred D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
