CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
41758,AAS,100,Intro Asian American Studies,AD1,DIS,120128,"Carter, Regina S",6,12,2,1,0,0,0,0,0,1,0,1,0,0,3.68,1.65997992,78%
47100,AAS,100,Intro Asian American Studies,AD2,DIS,120128,"Carter, Regina S",5,13,4,1,0,0,0,0,0,1,0,0,0,0,3.81,1.204856838,75%
51248,AAS,100,Intro Asian American Studies,AD4,DIS,120128,"Livingston, Susan B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51249,AAS,100,Intro Asian American Studies,AD5,DIS,120128,"Arai, Sayuri",1,14,6,2,2,1,4,0,0,0,0,0,0,0,3.56,1.246366147,50%
51932,AAS,100,Intro Asian American Studies,AD6,DIS,120128,"Arai, Sayuri",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59818,AAS,100,Intro Asian American Studies,AD7,DIS,120128,"Davis, Thomas E",6,14,3,2,1,1,1,0,0,0,1,0,0,0,3.68,1.267260826,69%
59819,AAS,100,Intro Asian American Studies,AD8,DIS,120128,"Davis, Thomas E",16,10,0,1,2,1,0,0,0,0,0,0,0,0,3.87,0.854049179,87%
59820,AAS,100,Intro Asian American Studies,AD9,DIS,120128,"Arnaldo, Constancio",0,22,4,1,1,0,0,0,0,0,0,0,0,0,3.89,0.622655603,79%
59821,AAS,100,Intro Asian American Studies,ADA,DIS,120128,"Arnaldo, Constancio",0,15,5,2,1,1,1,0,0,0,2,0,0,0,3.52,1.640853436,56%
51394,AAS,120,Intro to Asian Am Pop Culture,B,LCD,120128,"Estrada, Judith",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53947,AAS,211,Asian Americans and the Arts,A,LCD,120128,"Nguyen, Mimi T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58268,AAS,315,"War, Memory, and Cinema",A,LCD,120128,"Ngo, Fiona",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42862,AAS,365,Asian American Media and Film,A,LCD,120128,"Yang, Caroline H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58576,AAS,561,Race and Cultural Critique,A,LCD,120128,"Yang, Caroline H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31263,ABE,100,Intro Agric & Biological Engrg,B,LEC,120128,"Green, Angela R",0,35,0,0,13,0,0,1,0,0,0,0,0,0,3.69,2.033789566,71%
58927,ABE,223,ABE Principles: Machine Syst,AL1,LEC,120128,"Grift, Tony E",0,39,12,0,3,4,0,2,1,0,0,0,0,0,3.69,1.768714222,64%
58931,ABE,224,ABE Principles: Soil & Water,AL1,LEC,120128,"Kalita, Prasanta K",11,32,0,6,6,0,3,4,0,0,0,0,2,0,3.52,2.68082077,67%
57598,ABE,341,Transport Processes in ABE,MGD,LEC,120128,"Danao, Mary-Grace",1,6,1,2,5,0,4,3,0,1,1,0,0,0,2.96,1.470540339,29%
29651,ABE,361,Off-Road Machine Design,AL1,LEC,120128,"Hansen, Alan C",1,7,5,2,0,3,1,2,0,0,0,1,3,0,2.88,2.245192395,32%
36669,ABE,430,Project Management,A,LCD,120128,"Schideman, Lance C",0,20,16,11,40,10,1,6,1,0,0,0,0,0,3.22,2.020272259,19%
29655,ABE,459,Drainage and Water Management,A3,LEC,120128,"Cooke, Richard A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39805,ABE,459,Drainage and Water Management,A4,LEC,120128,"Cooke, Richard A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56114,ABE,463,Electrohydraulic Systems,TEG,LEC,120128,"Grift, Tony E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31280,ABE,466,Engineering Off-Road Vehicles,AL1,LEC,120128,"Hansen, Alan C",1,9,5,10,5,4,2,1,0,0,0,0,0,0,3.35,1.182819724,27%
29663,ABE,483,Engrg Properties of Food Matls,A,LEC,120128,"Rausch, Kent D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57478,ABE,488,Bioprocessing Biomass for Fuel,VS,LEC,120128,"Singh, Vijay",3,9,3,3,2,1,1,1,0,0,0,0,0,0,3.57,0.998292292,52%
