CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
32896,AAS,100,Intro Asian American Studies,1A,LCD,120125,"Kwon, Soo Ah",13,7,2,0,2,0,0,0,0,0,0,0,0,0,3.89,0.688912186,83%
30565,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120125,"Klevsky, Elena",2,3,6,5,2,1,2,1,0,0,0,0,0,0,3.36,0.971545161,23%
30026,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120125,"Chiorean, Raluca",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30034,ACCY,302,Decision Making for Atg,AE1,LCD,120125,"Garza, Brent A",4,3,5,4,3,2,1,0,0,0,0,0,0,0,3.47,0.891531587,32%
30037,ACCY,302,Decision Making for Atg,AE2,LCD,120125,"Garza, Brent A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30041,ACCY,303,Atg Institutions and Reg,AE1,LCD,120125,"Grant, Stephanie M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30048,ACCY,303,Atg Institutions and Reg,AE2,LCD,120125,"Czerney, Keith R",0,3,4,3,8,2,1,0,0,0,0,0,0,0,3.25,0.867227383,14%
30061,ACCY,304,Accounting Control Systems,AE1,LCD,120125,"Lill, Jeremy B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30066,ACCY,304,Accounting Control Systems,AE2,LCD,120125,"Estep, Cassandra R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30080,ACCY,312,Principles of Taxation,A,LCD,120125,"Holder, Daniel E",1,6,2,1,11,3,1,5,1,0,1,0,0,0,2.96,1.395535739,22%
30074,ACCY,405,Assurance and Attestation,AE2,LCD,120125,"Bucaro, Anthony C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34354,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",PT,LCD,120125,"Sandretto, Michael J",5,27,15,12,0,0,0,0,0,0,0,0,0,0,3.78,1.04995238,54%
30083,ACCY,501,Accounting Analysis I,A,LCD,120125,"Ibrahim, Adel Nematallah",0,10,9,7,16,1,1,0,0,0,0,0,0,0,3.39,1.206952084,23%
30086,ACCY,501,Accounting Analysis I,B,LCD,120125,"Ibrahim, Adel Nematallah",0,18,4,10,5,1,0,1,0,0,0,1,0,0,3.51,1.560219765,45%
32857,ACCY,510,Financial Reporting Standards,A,LCD,120125,"Polinski, Paul W",0,6,10,5,1,0,0,0,0,0,0,0,0,0,3.65,0.66988805,27%
32858,ACCY,515,Auditing & Assurance Standards,A,LCD,120125,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32292,ACCY,556,Tax Research,CHI,LCD,120125,"Fotzler, Jonathan B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37076,ACCY,557,Accounting Periods & Methods,CHI,LCD,120125,"Aquino, Glenn D",0,23,0,0,8,0,0,0,0,0,0,0,0,0,3.74,1.722730391,74%
37074,ACCY,559,Tax Policy,CH1,LCD,120125,"Giertz, J F",1,10,12,2,6,0,0,0,0,0,0,0,0,0,3.64,0.911877185,35%
33980,ACCY,560,Information in Value Creation,A,LCD,120125,"Chandler, John S",3,9,15,6,0,0,0,0,0,0,0,0,0,0,3.73,0.706700078,36%
34580,ACCY,560,Information in Value Creation,B,LCD,120125,"Chandler, John S",1,20,9,2,0,0,0,0,0,0,0,0,0,0,3.87,0.562316637,66%
34342,ACCY,560,Information in Value Creation,CHI,LCD,120125,"Chandler, John S",27,1,2,0,1,0,0,0,0,0,0,0,0,0,3.95,0.523808171,90%
37030,ACE,100,Agr Cons and Resource Econ,ONL,ONL,120125,"Gundersen, Lisa C",0,2,6,1,6,3,0,5,1,1,4,1,1,0,2.48,1.83957505,6%
30119,ACE,161,Microcomputer Applications,S,LBD,120125,"Shah, Payal S",0,23,0,0,0,0,0,1,0,0,0,0,0,0,3.92,1.384485464,96%
37068,ACE,592,Graduate Internship Experience,GIE,CNF,120125,"Winter-Nelson, Alex E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36343,ADV,350,Writing for Public Relations,ONL,ONL,120125,"Friedman, Judith S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36982,ADV,490,Advertising and Digital Media,J,ONL,120125,"Clifton, Rhiannon L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36927,ADV,490,Digital Public Relations,ONL,ONL,120125,"Berry, William E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36928,ADV,590,Digital Public Relations and,ONL,ONL,120125,"Berry, William E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36961,AGCM,270,Sales Communications,ONL,ONL,120125,"Cupps-Miller, Heather A",0,19,0,1,6,0,0,2,0,0,2,0,2,0,3.23,2.751508677,59%
35620,AGCM,270,Sales Communications,XM,ONL,120125,"Cupps-Miller, Heather A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
