CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
47102,AAS,100,Intro Asian American Studies,AD3,DIS,120118,"Kinase-Leggett, Elizabeth",9,9,7,2,3,0,0,0,0,0,0,0,2,1,3.54,2.237602884,56%
51248,AAS,100,Intro Asian American Studies,AD4,DIS,120118,"Kinase-Leggett, Elizabeth",5,10,4,3,8,2,1,0,0,0,0,0,0,0,3.53,1.116480439,45%
51249,AAS,100,Intro Asian American Studies,AD5,DIS,120118,"Davis, Thomas E",9,15,1,3,4,0,0,0,1,0,0,0,0,1,3.74,1.194208245,73%
51932,AAS,100,Intro Asian American Studies,AD6,DIS,120118,"Davis, Thomas E",13,15,1,1,2,0,1,0,0,0,0,0,0,0,3.86,0.894501723,85%
54059,AAS,120,Intro to Asian Am Pop Culture,AD1,DIS,120118,"Washington, Myra S",2,6,8,6,15,0,1,0,0,1,0,0,0,0,3.33,1.282135495,21%
54082,AAS,120,Intro to Asian Am Pop Culture,AD2,DIS,120118,"Washington, Myra S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54083,AAS,120,Intro to Asian Am Pop Culture,AD3,DIS,120118,"Arai, Sayuri",2,6,4,4,4,1,6,2,1,1,0,0,0,1,3.09,1.404674339,26%
54084,AAS,120,Intro to Asian Am Pop Culture,AD4,DIS,120118,"Arai, Sayuri",0,5,3,4,4,3,3,6,1,0,2,0,0,0,2.81,1.602050769,16%
58913,AAS,258,Muslims in America,A,LCD,120118,"Rana, Junaid",0,7,16,2,0,1,0,0,0,0,0,0,0,0,3.69,0.699749955,27%
58092,AAS,287,Food and Asian Americans,A,LCD,120118,"Manalansan, Martin F",1,39,1,1,0,0,0,0,0,0,0,0,0,0,3.98,0.373095162,95%
49989,AAS,299,Race & Ethnicity in Chicago,1,LCD,120118,"Loza, Mireya",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58268,AAS,315,"War, Memory, and Cinema",A,LCD,120118,"Ngo, Fiona",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49995,AAS,346,Asian American Youth,A,LCD,120118,"Kwon, Soo Ah",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42862,AAS,365,Asian American Media and Film,A,LCD,120118,"Ono, Kent A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
