CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
37453,ACCY,200,Fundamentals of Accounting,ONL,ONL,120145,"Silhan, Peter A",4,9,5,7,3,2,2,1,3,0,0,0,1,0,3.23,1.739692502,35%
30565,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120145,"Asante Appiah, Bright",0,1,6,9,5,1,0,0,0,0,0,0,0,0,3.35,0.665582452,5%
30026,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120145,"Burke, Joseph W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30034,ACCY,302,Decision Making for Atg,AE1,LCD,120145,"Demere, Paul M",0,2,10,5,3,0,1,0,0,0,0,0,0,0,3.46,0.808405839,10%
30037,ACCY,302,Decision Making for Atg,AE2,LCD,120145,"Cikurel, Deni",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30048,ACCY,303,Atg Institutions and Reg,AE2,LCD,120145,"Snyder, R William",1,3,8,7,3,1,0,2,0,0,1,0,0,0,3.28,1.251718818,15%
30061,ACCY,304,Accounting Control Systems,AE1,LCD,120145,"Crowley, Richard M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30066,ACCY,304,Accounting Control Systems,AE2,LCD,120145,"Cheong, Seo Sun",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30080,ACCY,312,Principles of Taxation,A,LCD,120145,"Holder, Daniel E",3,6,2,3,15,1,0,6,0,0,0,0,0,1,3.14,1.495020306,25%
30069,ACCY,405,Assurance and Attestation,AE1,LCD,120145,"Hetrick, Kamber V",1,3,6,10,4,1,0,0,0,0,0,0,1,0,3.31,1.440763686,15%
34354,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",PMB,LCD,120145,"Sandretto, Michael J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30083,ACCY,501,Accounting Analysis I,A,LCD,120145,"Ibrahim, Adel Nematallah",0,8,8,12,7,2,0,0,0,0,0,0,0,0,3.45,1.070747403,22%
30086,ACCY,501,Accounting Analysis I,B,LCD,120145,"Ibrahim, Adel Nematallah",0,11,9,11,3,1,0,0,0,0,0,0,0,0,3.58,0.971184843,31%
32912,ACCY,501,Accounting Analysis I,C,LCD,120145,"Ibrahim, Adel Nematallah",0,14,5,10,6,1,0,0,0,0,0,0,0,0,3.56,1.105042986,39%
32291,ACCY,551,Corporate Income Taxation,CHI,LCD,120145,"Shaw, Jeffrey M",9,5,1,5,6,0,0,2,0,0,0,0,0,0,3.51,1.274022501,50%
